"http://dbz-dokkanbattle.wikia.com/wiki/Fruits_of_Labor_Krillin","Fruits of Labor Krillin","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/d/d7/TEQ_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231030","TEQ icon","10/14","ATK + 20% when HP is 80% or below","Causes huge damage to enemy and lowers DEF","All allies' DEF +50% when HP 30% or below","Z Fighters; Turtle School; Courage; Best Buddies","5970","5292"
"http://dbz-dokkanbattle.wikia.com/wiki/Stern_Teacher_Piccolo","Stern Teacher Piccolo","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835","AGL icon","8/12","Ki +1 when HP is 80% or below","Causes huge damage to enemy and lowers DEF","<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835"" alt=""AGL icon"" class="""" data-image-key=""AGL_icon.png"" data-image-name=""AGL icon.png"" width=""30"" height=""30"" >\n and \n<img src=""http://vignette3.wikia.nocookie.net/dbz-dokkanbattle/images/2/2d/PHY_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231006"" alt=""PHY icon"" class="""" data-image-key=""PHY_icon.png"" data-image-name=""PHY icon.png"" width=""30"" height=""30"" >\n Type Ki +1","Z Fighters; Prodigies; Strongest Duo on Earth; Namekians; Brainiacs","6069","5848"
"http://dbz-dokkanbattle.wikia.com/wiki/Aura_Unleashed_Tien","Aura Unleashed Tien","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/d/d7/TEQ_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231030","TEQ icon","10/14","ATK + 25% when HP is 30% or below","Causes extreme damage to enemy","Rare chance to seal all enemies' Super Attacks","Z Fighters; Master and Pupil; Crane School; Cold Judgment; Rival Duo","6300","5556"
"http://dbz-dokkanbattle.wikia.com/wiki/The_Gifted_One_Chiaotzu","The Gifted One Chiaotzu","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943","INT icon","10/14","<img src=""http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943"" alt=""INT icon"" class="""" data-image-key=""INT_icon.png"" data-image-name=""INT icon.png"" width=""30"" height=""30"" >\n Type HP + 25%","Causes huge damage to enemy","May stun all enemies","Z Fighters; Master and Pupil; Crane School; Telekinesis; Dodon Ray","7016","5348"
"http://dbz-dokkanbattle.wikia.com/wiki/Secret_Arts_Unleashed_Yamcha","Secret Arts Unleashed Yamcha","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835","AGL icon","10/14","Enemy DEF - 25%","Causes huge damage to enemy and lowers DEF","Being the 1st attacker in a turn for enemy's DEF -50%","Z Fighters; Rival Duo; Turtle School; Speedy Retribution","5190","5868"
"http://dbz-dokkanbattle.wikia.com/wiki/Peerless_Saiyan_Raditz","Peerless Saiyan Raditz","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/d/d7/TEQ_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231030","TEQ icon","10/14","ATK + 25% when HP is 30% or below","Causes huge damage to enemy","Enemies/allies' ATK +25% when HP is 30% or below","The Saiyan Lineage; Saiyan Warrior Race; Coward","6027","5070"
"http://dbz-dokkanbattle.wikia.com/wiki/Elite_Warrior’s_Rage_Nappa","Elite Warrior’s Rage Nappa","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/8/82/STR_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231109","STR icon","10/14","<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/8/82/STR_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231109"" alt=""STR icon"" class="""" data-image-key=""STR_icon.png"" data-image-name=""STR icon.png"" width=""30"" height=""30"" >\n Type HP & ATK + 20%","Causes huge damage to enemy","ATK +50% when facing 3 or more enemies","Saiyan Warrior Race; New; Tough as Nails; Berserker; Infighter","6169","6139"
"http://dbz-dokkanbattle.wikia.com/wiki/Hidden_Strength_Zarbon","Hidden Strength Zarbon","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943","INT icon","10/14","<img src=""http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943"" alt=""INT icon"" class="""" data-image-key=""INT_icon.png"" data-image-name=""INT icon.png"" width=""30"" height=""30"" >\n Type ATK + 25%","Causes huge damage to enemy","With a chance that ATK + 25%","Metamorphosis; Frieza's Minion; Frieza's Army","6396","5373"
"http://dbz-dokkanbattle.wikia.com/wiki/Honorable_Fighter_Captain_Ginyu","Honorable Fighter Captain Ginyu","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943","INT icon","8/12","HP + 25%","Causes huge damage to enemy","Rare chance of increasing ATK and DEF by 50%","Gentleman; Respect; The Ginyu Force; Loyalty; Signature Pose","7527","5441"
"http://dbz-dokkanbattle.wikia.com/wiki/Calculated_Combat_Android_19","Calculated Combat Android 19","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette3.wikia.nocookie.net/dbz-dokkanbattle/images/2/2d/PHY_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231006","PHY icon","10/14","ATK + 15% when HP is 50% or above","Causes huge damage to enemy","Recover 15% of damage dealt as HP when Ki >= 5","Android Assault; Tough as Nails; Loyalty; Energy Absorption","6270","5232"
"http://dbz-dokkanbattle.wikia.com/wiki/Red_Ribbon_Army’s_Grudge_Dr._Gero","Red Ribbon Army’s Grudge Dr. Gero","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943","INT icon","10/14","<img src=""http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/d/d7/TEQ_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231030"" alt=""TEQ icon"" class="""" data-image-key=""TEQ_icon.png"" data-image-name=""TEQ icon.png"" width=""30"" height=""30"" >\n Type enemy ATK - 25%","Causes huge damage to enemy","Recover 25% of damage dealt as HP when Ki >= 8","Android Assault; RR Army; Brainiacs; Flee; Thirst for Conquest; Scientist; Energy Absorption","6773","5873"
"http://dbz-dokkanbattle.wikia.com/wiki/Infinite_Fighting_Spirit_Android_17","Infinite Fighting Spirit Android 17","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/d/d7/TEQ_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231030","TEQ icon","8/12","<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835"" alt=""AGL icon"" class="""" data-image-key=""AGL_icon.png"" data-image-name=""AGL icon.png"" width=""30"" height=""30"" >\n Type enemy ATK -25%","Causes huge damage to enemy","With a chance to reduce all enemies' DEF to 0","Android Assault; Twin Terrors; The Innocents; Soul vs Soul; Infinite Energy","6791","5056"
"http://dbz-dokkanbattle.wikia.com/wiki/Alluring_Assassin_Android_18","Alluring Assassin Android 18","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/8/82/STR_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231109","STR icon","10/14","<img src=""http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943"" alt=""INT icon"" class="""" data-image-key=""INT_icon.png"" data-image-name=""INT icon.png"" width=""30"" height=""30"" >\n and \n<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/8/82/STR_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231109"" alt=""STR icon"" class="""" data-image-key=""STR_icon.png"" data-image-name=""STR icon.png"" width=""30"" height=""30"" >\n Type ATK +25%","Causes huge damage to opponent","ATK +25% when HP is 50% or above","Android Assault; Twin Terrors; The Innocents; Battlefield Diva; Soul vs Soul; Infinite Energy","5947","6185"
"http://dbz-dokkanbattle.wikia.com/wiki/Power_Unleashed_Android_16","Power Unleashed Android 16","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette3.wikia.nocookie.net/dbz-dokkanbattle/images/2/2d/PHY_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231006","PHY icon","10/14","<img src=""http://vignette3.wikia.nocookie.net/dbz-dokkanbattle/images/2/2d/PHY_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231006"" alt=""PHY icon"" class="""" data-image-key=""PHY_icon.png"" data-image-name=""PHY icon.png"" width=""30"" height=""30"" >\n type HP and ATK increased by 20%","Causes huge damage to opponent","Chance to reduce opponent's DEF to 0","Android Assault; Mechanical Menaces; Gentleman","6827","5473"
"http://dbz-dokkanbattle.wikia.com/wiki/Secrets_of_the_Turtle_Style_Master_Roshi","Secrets of the Turtle Style Master Roshi","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/8/82/STR_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231109","STR icon","10/14","<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/8/82/STR_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231109"" alt=""STR icon"" class="""" data-image-key=""STR_icon.png"" data-image-name=""STR icon.png"" width=""30"" height=""30"" >\n Type Ki +2","Causes huge damage to opponent","All characters Ki +1 when HP is 50% or above","Infighter; World Tournament Champion; Turtle School; Kamehameha; Supreme Warrior","5273","5998"
"http://dbz-dokkanbattle.wikia.com/wiki/Unrivaled_Assassin_Mercenary_Tao","Unrivaled Assassin Mercenary Tao","60/80","http://vignette4.wikia.nocookie.net/dbz-dokkanbattle/images/f/f7/SR_icon.png/revision/latest/scale-to-width-down/40?cb=20160907142518","SR icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835","AGL icon","8/12","<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835"" alt=""AGL icon"" class="""" data-image-key=""AGL_icon.png"" data-image-name=""AGL icon.png"" width=""30"" height=""30"" >\n Type Ki +2","Huge damage and rare chance to stun the enemy","Rare chance to stun all enemies","Crane School; Supreme Warrior; Brutal Beatdown; Coward; The Incredible Adventure","4946","5624"
"http://dbz-dokkanbattle.wikia.com/wiki/Steely_Determination_Gohan_(Kid)","Steely Determination Gohan (Kid)","40/60","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/b/bf/R_icon.png/revision/latest/scale-to-width-down/25?cb=20160907141623","R icon","http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943","INT icon","6","<img src=""http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943"" alt=""INT icon"" class="""" data-image-key=""INT_icon.png"" data-image-name=""INT icon.png"" width=""30"" height=""30"" >\n Type ATK +15%","Huge damage and rare chance to stun the enemy","ATK +1500 when HP is 30% or below","All in the Family; Z Fighters; Berserker; Demon","5947","3269"
"http://dbz-dokkanbattle.wikia.com/wiki/From_Hell_and_Back_Trunks_(Teen)","From Hell and Back Trunks (Teen)","40/60","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/b/bf/R_icon.png/revision/latest/scale-to-width-down/25?cb=20160907141623","R icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835","AGL icon","5","<img src=""http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835"" alt=""AGL icon"" class="""" data-image-key=""AGL_icon.png"" data-image-name=""AGL icon.png"" width=""30"" height=""30"" >\n Type Ki +1","Causes huge damage to opponent","Ki +2 and ATK +500 for first attack only","Blazing Battle; The Vegeta Family; Cold Judgment; Messenger from the Future; Z Fighters","4703","3787"
"http://dbz-dokkanbattle.wikia.com/wiki/Competitive_Comrades_Krillin","Competitive Comrades Krillin","40/60","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/b/bf/R_icon.png/revision/latest/scale-to-width-down/25?cb=20160907141623","R icon","http://vignette3.wikia.nocookie.net/dbz-dokkanbattle/images/2/2d/PHY_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231006","PHY icon","6","<img src=""http://vignette3.wikia.nocookie.net/dbz-dokkanbattle/images/2/2d/PHY_icon.png/revision/latest/scale-to-width-down/30?cb=20150825231006"" alt=""PHY icon"" class="""" data-image-key=""PHY_icon.png"" data-image-name=""PHY icon.png"" width=""30"" height=""30"" >\n Type ATK +15%","Causes huge damage to opponent and lowers DEF","DEF +2000 when facing only 1 enemy","Z Fighters; Turtle School; Courage; Best Buddies; Blazing Battle","4085","3172"
"http://dbz-dokkanbattle.wikia.com/wiki/Aloof_Warrior_Piccolo","Aloof Warrior Piccolo","40/60","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/b/bf/R_icon.png/revision/latest/scale-to-width-down/25?cb=20160907141623","R icon","http://vignette1.wikia.nocookie.net/dbz-dokkanbattle/images/4/4a/INT_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230943","INT icon","5","HP +15%","Causes huge damage to opponent and lowers DEF","With a chance to recover HP by 10%","Z Fighters; Prodigies; Demon; Namekians; Attack of the Clones","5949","3136"
"http://dbz-dokkanbattle.wikia.com/wiki/Unwavering_Spirit_Tien","Unwavering Spirit Tien","40/60","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/b/bf/R_icon.png/revision/latest/scale-to-width-down/25?cb=20160907141623","R icon","http://vignette2.wikia.nocookie.net/dbz-dokkanbattle/images/5/5a/AGL_icon.png/revision/latest/scale-to-width-down/30?cb=20150825230835","AGL icon","5","HP +15%","Causes extreme damage to opponent","Rare chance of stunning all enemies","Z Fighters; Master and Pupil; Crane School; Cold Judgment; Rival Duo","3960","3615"
